title,year,certificate,duration,genre,rating,description,stars,votes,country,show_id,director,type
Bottom of the World,(2017),Not Rated,85 min,"Drama, Mystery, Thriller",5.1,"The mysterious disappearance of a young woman leads her boyfriend on a journey for truth and perhaps his own unknown reality in this dark, hypnotic mystery that transcends the limitations of traditional narrative.","['Richard Sears', '| ', '    Stars:', 'Jena Malone, ', 'Douglas Smith, ', 'Ted Levine, ', 'Tamara Duarte']","5,262","Canada, United States",s6366,Richard Sears,Movie
Torbaaz,(2020),TV-MA,133 min,"Action, Drama, Sport",6.8,"A man rises from personal tragedy to lead a group of children from a refugee camp to victory, transforming their lives through the game of cricket.","['Girish Malik', '| ', '    Stars:', 'Sanjay Dutt, ', 'Nargis Fakhri, ', 'Rahul Dev, ', 'Kuwaarjeet Chopraa']","17,926",India,s1562,Girish Malik,Movie
Sahara,(2017),TV-Y7,86 min,"Animation, Adventure, Comedy",5.5,A young cobra and his scorpion best friend go on a journey across the Sahara desert to save a new-found love.,"['Pierre Coré', '| ', '    Stars:', 'Omar Sy, ', 'Louane Emera, ', 'Franck Gastambide, ', 'Vincent Lacoste']","2,841","France, Canada",s5492,Pierre Coré,Movie
4L,(2019),TV-MA,105 min,"Comedy, Drama",5.9,"Tocho, Jean Pierre and Ely travel from Spain to Mali to meet Ely's dying father for the last time.","['Gerardo Olivares', '| ', '    Stars:', 'Jean Reno, ', 'Hovik Keuchkerian, ', 'Susana Abaitua, ', 'Juan Dos Santos']","3,305",Spain,s3669,Gerardo Olivares,Movie
Beneath the Leaves,(2019),TV-MA,90 min,Thriller,4.5,"Four small-town boys are kidnapped by James Whitley, a warm-eyed psychopath.","['Adam Marino', '| ', '    Stars:', 'Mira Sorvino, ', 'Kristoffer Polaha, ', 'Doug Jones, ', 'Aaron Farb']","1,538",United States,s6283,Adam Marino,Movie
Burning Sands,(2017),TV-MA,96 min,Drama,6.0,"Deep into Hell Week, a favored pledgee is torn between honoring his code of silence or standing up against the intensifying violence of underground hazing.","['Gerard McMurray', '| ', '    Stars:', 'Trevor Jackson, ', 'Tosin Cole, ', 'DeRon Horton, ', 'Alfre Woodard']","2,886",United States,s5580,Gerard McMurray,Movie
Deep,(2021),TV-MA,101 min,"Drama, Mystery, Sci-Fi",4.8,Four insomniac med school students are lured into a neuroscience experiment that spirals out of control and must find a way out before it's too late.,"['Sita Likitvanichkul, ', 'Jetarin Ratanaserikiat, ', 'Apirak Samudkidpisan, ', 'Thanabodee Uawithya, ', 'Adirek Wattaleela', '| ', '    Stars:', 'Panisara Rikulsurakan, ', 'Kay Lertsittichai, ', 'Supanaree Sutavijitvong, ', 'Krit Jeerapattananuwong']","1,483",Thailand,s440,"Sita Likitvanichkul, Jetarin Ratanaserikiat, Apirak Samudkitpaisan, Thanabodee Uawithya, Adirek Wattaleela",Movie
The Speed Cubers,(2020),TV-PG,39 min,"Documentary, Short, Sport",7.4,Discover the special bond -- and uncommon competitive spirit -- shared by the world's Rubik's Cube-solving record breakers in this documentary.,"['Sue Kim', '| ', '    Stars:', 'Max Park, ', 'Schwan Park, ', 'Philipp Weyer, ', 'Feliks Zemdegs']","3,575",United States,s2200,Sue Kim,Movie
Silencer,(2018),Not Rated,88 min,"Drama, Thriller",3.8,"Disgraced alcoholic veteran must reawaken all his deadly skills, and track down his former employer when he fails to complete his last hit.","['Timothy Woodward Jr.', '| ', '    Stars:', 'Johnny Messner, ', 'Tito Ortiz, ', 'Chuck Liddell, ', 'Danny Trejo']","1,142",United States,s8018,Timothy Woodward Jr.,Movie
Layla M.,(2016),TV-MA,98 min,Drama,6.6,A teenage Muslim growing up in Amsterdam becomes radicalised.,"['Mijke de Jong', '| ', '    Stars:', 'Nora El Koussour, ', 'Ilias Addab, ', 'Hassan Akkouch, ', 'Yasemin Cetinkaya']","1,749","Netherlands, Belgium, Germany, Jordan",s4972,Mijke de Jong,Movie
Made in China,(II) (2019),TV-MA,128 min,"Comedy, Drama",6.3,"Story of Failed Gujarati Businessman, who jumps into unknown world of China to get once in a life time business idea, which will change his life.","['Mikhil Musale', '| ', '    Stars:', 'Rajkummar Rao, ', 'Boman Irani, ', 'Mouni Roy, ', 'Paresh Rawal']","4,478",India,s3033,Mikhil Musale,Movie
Garbage,(I) (2018),TV-MA,105 min,"Drama, Thriller",3.7,The lives of a fundamentalist online troll and a woman reeling from a sex tape gone viral become dangerously intertwined in this provocative thriller.,"['Qaushiq Mukherjee', '| ', '    Stars:', 'Tanmay Dhanania, ', 'Trimala Adhikari, ', 'Satarupa Das, ', 'Gitanjali Dang']","1,029",India,s4667,Qaushiq Mukherjee,Movie
Dragons: Rescue Riders: Secrets of the Songwing,(2020 TV Movie),TV-Y,46 min,"Animation, Action, Adventure",5.1,"When a musical dragon with a beautiful voice hypnotizes the dragons and people of Huttsgalor, the Rescue Riders have to find a way to break the spell.","['Greg Rankin, ', 'T.J. Sullivan', '| ', '    Stars:', 'Noah Kaye Bentley, ', 'Brennley Brown, ', 'Zach Callison, ', 'Nicolas Cantu']",187,United States,s2209,"Greg Rankin, TJ Sullivan",Movie
And Breathe Normally,(2018),TV-14,95 min,Drama,6.9,"Two women's lives will intersect while trapped in circumstances unforeseen. Between a struggling Icelandic mother and an asylum seeker from Guinea-Bissau, a delicate bond will form as both strategize to get their lives back on track.","['Isold Uggadottir', '| ', '    Stars:', 'Kristín Þóra Haraldsdóttir, ', 'Babetida Sadjo, ', 'Patrik Nökkvi Pétursson, ', 'Kolbeinn Arnbjörnsson']","3,122","Iceland, Sweden, Belgium",s4213,Ísold Uggadóttir,Movie
Biggie: I Got a Story to Tell,(2021),R,97 min,"Documentary, Biography, Music",6.8,"This documentary features rare footage filmed by Christopher Wallace's best friend, Damion ""D-Roc"" Butler, and interviews with his closest friends and family, revealing a side of Biggie Smalls that the world never knew.","['Emmett Malloy', '| ', '    Stars:', 'The Notorious B.I.G., ', 'Damion Butler, ', ""Sean 'Diddy' Combs, "", 'Voletta Wallace']","5,115",United States,s1249,Emmett Malloy,Movie
Sankofa,(1993),TV-MA,125 min,Drama,7.0,A self-absorbed Black American fashion model on a photo shoot in Africa is spiritually transported back to a plantation in the West Indies where she experiences first-hand the physical and ...                See full summary »,"['Haile Gerima', '| ', '    Stars:', 'Kofi Ghanaba, ', 'Oyafunmike Ogunlano, ', 'Alexandra Duah, ', 'Nick Medley']",710,"United States, Ghana, Burkina Faso, United Kingdom, Germany, Ethiopia",s8,Haile Gerima,Movie
Be Here Now,(2015),TV-MA,100 min,"Documentary, Biography, Drama",8.5,"As though life is imitating art, actor and sex-symbol, Andy Whitfield, had just become a star as the lead in the hit television series,'Spartacus,' when he is faced with his biggest ...                See full summary »","['Lilibet Foster', '| ', '    Stars:', 'Jai Courtney, ', 'Andy Whitfield, ', 'Indigo Whitfield, ', 'Jesse Whitfield']","3,417","United States, Australia",s6257,Lilibet Foster,Movie
Kill Ratio,(2016),TV-MA,86 min,Action,4.0,An attack on the new President of a fledgling Eastern European democracy pits an American covert operative against the country's ruthless military leader determined to seize control of the government.,"['Paul Tanter', '| ', '    Stars:', 'Tom Hopper, ', 'Amy Huberman, ', 'Nick Dunning, ', 'Michelle Lehane']",958,United States,s7202,Paul Tanter,Movie
Treasures from the Wreck of the Unbelievable,(2017),TV-G,90 min,Documentary,6.0,"The fake story of the art found beneath the depths of the ocean from a 2,000 year old ship wreck. Damien Hirst and the crew recount the moments various discoveries are made, the myths and legends surrounding the find.","['Sam Hobkinson', '| ', '    Stars:', 'Damien Hirst, ', 'Piotr Baumann, ', 'Andrew Whipp']","1,482",United Kingdom,s8620,Sam Hobkinson,Movie
The House Next Door,(2017),Not Rated,137 min,Horror,6.7,"A young married couple begin to encounter several paranormal attacks, when a family moves into a neighbouring house, that is being haunted by a vengeful spirit, which leads them to perform an exorcism in order to help save the neighbours.","['Milind Rau', '| ', '    Stars:', 'Prakash Belawadi, ', 'Khushi Hajare, ', 'Andrea Jeremiah, ', 'Atul Kulkarni']","2,463",India,s5089,Milind Rau,Movie
Chopsticks,(2019),TV-MA,100 min,"Comedy, Drama",6.5,A gifted but insecure woman is in for a transformative experience when she enlists an enigmatic con to help recover her stolen car from a Mumbai thug.,"['Sachin Yardi', '| ', '    Stars:', 'Abhay Deol, ', 'Mithila Palkar, ', 'Vijay Raaz, ', 'Achint Kaur']","4,800",India,s3789,Sachin Yardi,Movie
One Night Stand,(I) (2016),TV-MA,97 min,"Drama, Romance",3.1,The story is about Urvil Raisingh and Celina who meet at an event and a memorable night later. Returning back home they continue with their lives. The memories of Celina haunt Urvil. What happens next forms the crux of the unfolding drama. One Night Stand explores the hypocritical world we live in. What is it that Urvil wants?,"[""Jasmine D'Souza"", '| ', '    Stars:', 'Tanuj Virwani, ', 'Sunny Leone, ', 'Narendra Jetley, ', 'Aamir Ahmed']","1,315",India,s7666,Jasmine D'Souza,Movie
Dragon Quest: Your Story,(2019),TV-PG,103 min,"Animation, Action, Adventure",6.5,Based on the fifth Dragon Quest game.,"['Takashi Yamazaki', '| ', '    Stars:', 'Kasumi Arimura, ', 'Steve Blum, ', 'Shaun Conde, ', 'Jacob Craner']","2,871",Japan,s2920,"Takashi Yamazaki, Ryuichi Yagi, Makoto Hanafusa",Movie
Funny Boy,(2020),TV-MA,109 min,Drama,6.5,"Explores Arjie's sexual awakening from a young boy to a teenager who falls in love with a male classmate, just as political tensions escalate between the Sinhalese and Tamils in the years leading up to the 1983 uprisings.","['Deepa Mehta', '| ', '    Stars:', 'Agam Darshi, ', 'Nimmi Harasgama, ', 'Seema Biswas, ', 'Ali Kazmi']",923,"Canada, United States",s1564,Deepa Mehta,Movie
Our Lovers,(2016),TV-MA,88 min,"Comedy, Drama, Romance",6.7,"One man, one woman, one rule: not fall in love.","['Miguel Ángel Lamata', '| ', '    Stars:', 'Eduardo Noriega, ', 'Michelle Jenner, ', 'Fele Martínez, ', 'Amaia Salamanca']","4,274",Spain,s5533,Miguel Ángel Lamata,Movie
The Plagues of Breslau,(2018),TV-MA,110 min,"Action, Crime, Mystery",5.9,Every day at 6 pm a serial killer kills a different person. Police officer Helena Rus decides to find the killer by researching about 18th century history of the city.,"['Patryk Vega', '| ', '    Stars:', 'Malgorzata Kozuchowska, ', 'Daria Widawska, ', 'Katarzyna Bujakiewicz, ', 'Andrzej Grabowski']","5,084",Poland,s2654,Patryk Vega,Movie
Bad Day for the Cut,(2017),Not Rated,99 min,"Action, Crime, Drama",6.5,"A middle-aged Irish farmer, who still lives at home with his mother, sets off on a mission of revenge when his mother is murdered.","['Chris Baugh', '| ', '    Stars:', ""Nigel O'Neill, "", 'Susan Lynch, ', 'Józef Pawlowski, ', 'Stuart Graham']","8,260",United Kingdom,s5075,Chris Baugh,Movie
Morris from America,(2016),R,91 min,"Comedy, Drama, Romance",6.3,The romantic and coming-of-age misadventures of a 13-year-old American living in Germany.,"['Chad Hartigan', '| ', '    Stars:', 'Markees Christmas, ', 'Craig Robinson, ', 'Carla Juri, ', 'Patrick Güldenberg']","5,379","Germany, United States",s7511,Chad Hartigan,Movie
Notes for My Son,(2020),TV-MA,84 min,Drama,6.4,A woman with terminal cancer decides to keep a notebook full of musings on life and love for her toddler son to read after she dies.,"['Carlos Sorin', '| ', '    Stars:', 'Valeria Bertuccelli, ', 'Esteban Lamothe, ', 'Julian Sorin, ', 'Mauricio Dayub']",943,Argentina,s1658,Carlos Sorín,Movie
Black Snow,(2017),TV-MA,90 min,"Crime, Drama, Mystery",6.2,"Accused of killing his brother during adolescence, Salvador lives alone in the middle of Patagonia. Several decades later, his brother Marcos and his sister-in-law Laura, come to convince him to sell the lands they share by inheritance.","['Martín Hodara', '| ', '    Stars:', 'Ricardo Darín, ', 'Leonardo Sbaraglia, ', 'Laia Costa, ', 'Federico Luppi']","5,796","Argentina, Spain",s6329,Martin Hodara,Movie
Dead Kids,(2019),TV-MA,98 min,Thriller,5.4,A socially awkward teen bonds with a group of misfits who plot to abduct the schools arrogant rich kid until their kidnapping scheme turns deadly.,"['Mikhail Red', '| ', '    Stars:', 'Kelvin Miranda, ', 'Vance Larena, ', 'Khalil Ramos, ', 'Jan Silverio']",585,"Philippines, United States",s3192,Mikhail Red,Movie
Struggle: The Life and Lost Art of Szukalski,(2018),TV-MA,115 min,"Documentary, Biography",7.9,"This documentary chronicles the life of Polish-American artist Stanislav Szukalski (1893-1987) from his early years in Chicago, to his time in Poland and Los Angeles, and his artistic and political contributions to the world.","['Ireneusz Dobrowolski', '| ', '    Stars:', 'Stanislav Szukalski, ', 'Glenn Bray, ', 'Robert Williams, ', 'Suzanne Williams']","4,272","Poland, United States",s4276,Irek Dobrowolski,Movie
The Women and the Murderer,(2021),TV-14,92 min,"Documentary, Crime",6.4,"Two brave women, a police chief and a victim's mother, make tireless efforts to find and prosecute serial killer Guy Georges, in 1990s Paris.","['Mona Achache, ', 'Patricia Tourancheau', '| ', '    Stars:', 'Anne Gautier, ', 'Hélène Frinking, ', 'Agnès Nijkamp, ', 'Martine Monteil']","1,324",France,s92,"Mona Achache, Patricia Tourancheau",Movie
Monster Hunter: Legends of the Guild,(2021 TV Movie),TV-14,58 min,"Animation, Action, Adventure",5.1,"In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon.","['Steve Yamamoto', '| ', '    Stars:', 'Dante Basco, ', 'Erica Lindbeck, ', 'Brando Eaton, ', 'Karen Strassman']","1,312","United States, Japan",s280,Steven Yamamoto,Movie
Dave Chappelle,(2017),TV-MA,66 min,"Documentary, Comedy",8.7,"Comedian Dave Chappelle makes his triumphant return to the screen with a pair of blistering, never-before-aired specials from his personal vault.",['Dave Chappelle'],"2,851",United States,s5563,Stan Lathan,TV Show
Taylor Tomlinson: Quarter-Life Crisis,(2020 TV Special),TV-14,61 min,Comedy,7.4,"She's halfway through her 20s, and she's over it. Too old to party, too young to settle down, comedian Taylor Tomlinson takes aim at her life choices.","['Marcus Raboy', '| ', '    Star:', 'Taylor Tomlinson']","3,960",United States,s2850,Marcus Raboy,Movie
Bon Cop Bad Cop 2,(2017),Not Rated,126 min,"Action, Comedy, Crime",6.6,A francophone S.Q. officer and an anglophone O.P.P officer reunite to investigate a large car theft ring led by an Italian mobster.,"['Alain Desrochers', '| ', '    Stars:', 'Colm Feore, ', 'Patrick Huard, ', 'Marc Beaupré, ', 'Noam Jenkins']","4,194",Canada,s5173,Alain Desrochers,Movie
Yucatán,(I) (2018),TV-MA,129 min,"Adventure, Comedy, Romance",5.5,"Two white collar thieves compete fiercely against the other trying to steal millions from an old baker, that he won in the lotto.","['Daniel Monzón', '| ', '    Stars:', 'Luis Tosar, ', 'Rodrigo de la Serna, ', 'Joan Pera, ', 'Stephanie Cayo']","2,175",Spain,s4114,Daniel Monzón,Movie
Shadow,(2019),TV-MA,45 min,"Action, Crime, Drama",6.5,"In Johannesburg, tough ex-cop Shadow pursues justice on his own terms and seeks to help those who are powerless to protect themselves.","['Pallance Dladla, ', 'Khathu Ramabulana, ', 'Amanda Du-Pont, ', 'Tumie Ngumla']",979,"China, Hong Kong",s3303,Zhang Yimou,Movie
Goedam,(2020– ),TV-MA,10 min,"Short, Horror, Mystery",5.7,"When night falls on the city, shadows and spirits come alive in this horror anthology series centered on urban legends.","['Song Chae-Yoon, ', 'Han Su-ah, ', 'Shim So-Young, ', 'Seola']",995,South Korea,s2109,Hong Won-ki,TV Show
Fierce,(2020),TV-MA,118 min,"Comedy, Music",5.5,"Talent and passion for music can take one to the very top. On the way, however, there are going to be showbiz traps.","['Anna Wieczur-Bluszcz', '| ', '    Stars:', 'Julia Kaminska, ', 'Tomasz Karolak, ', 'Adrian Majewski, ', 'Maria Pakulnis']","1,266",Poland,s1607,Anna Wieczur-Bluszcz,Movie
The Gospel of John,(2014),Unrated,160 min,Drama,7.7,"The life and toils of Jesus Christ, depicted as written in the gospel of John. Narrated in English, following the New International Version of the scripture, while the actors speak in Aramaic.","['David Batty', '| ', '    Stars:', 'David Harewood, ', 'Selva Rasalingam, ', 'Mourad Zaoui, ', ""El Mahmoudi M'Barek""]",928,"United Kingdom, United States, Morocco",s8327,David Batty,Movie
The Man Without Gravity,(2019),TV-14,107 min,"Comedy, Drama, Fantasy",5.8,"Oscar comes to light on a stormy night, in the hospital of a small town and immediately we understand that there is something extraordinary in him : Does not obey the law of gravity. It ...                See full summary »","['Marco Bonfanti', '| ', '    Stars:', 'Elio Germano, ', 'Michela Cescon, ', 'Elena Cotta, ', ""Silvia D'Amico""]","2,572","Italy, Belgium",s3349,Marco Bonfanti,Movie
Tragic Jungle,(2020),TV-MA,96 min,"Adventure, Drama, Mystery",5.6,"To escape an arranged marriage, a woman flees into the depths of the Mayan jungle, where untamed nature merges the human and the supernatural.","['Yulene Olaizola', '| ', '    Stars:', 'Indira Rubie Andrewin, ', 'Gilberto Barraza, ', 'Mariano Tun Xool, ', 'Eligio Meléndez']",971,"Mexico, France, Colombia",s751,Yulene Olaizola,Movie
Ben Platt Live from Radio City Music Hall,(2020 TV Special),TV-PG,85 min,Music,8.3,"Backed by a full band and a ready wit, actor Ben Platt opens up a very personal songbook onstage - numbers from his debut LP, ""Sing to Me Instead.""","['Alex Timbers, ', 'Sam Wrench', '| ', '    Stars:', 'Ben Platt, ', 'Crystal Monee Hall, ', 'Kojo Littles, ', 'Allen René Louis']",507,United States,s2495,"Alex Timbers, Sam Wrench",Movie
Seven in Heaven,(2018),PG-13,94 min,"Drama, Horror, Mystery",5.3,Teenagers Jude and June spend seven minutes in a locked closet and emerge in a hostile and dangerous alternate world.,"['Chris Eigeman', '| ', '    Stars:', 'Travis Tope, ', 'Haley Ramm, ', 'Dylan Everett, ', 'Jake Manley']","2,748",United States,s4529,Chris Eigeman,Movie
Malibu Rescue,(2019),TV-G,70 min,"Action, Comedy, Family",5.5,A ragtag group of aspiring junior lifeguards from The Valley compete against the snobby local kids for bragging rights and the ultimate tower at Malibu beach.,"['Ricardo Hurtado, ', 'Jackie R. Jacobson, ', 'Abby Donnelly, ', 'Alkoya Brunson']","1,020",United States,s3830,Savage Steve Holland,Movie
Light in the Dark,(2020),TV-14,105 min,Thriller,5.6,"In the face of unspeakable pain, a couple must find a way to live and love again","['Ekene Som Mekwunye', '| ', '    Stars:', 'Doddy Abili, ', 'Bimbo Ademoye, ', 'Marie Awolaja, ', 'Saidi Balogun']",38,Nigeria,s2514,Ekene Som Mekwunye,Movie
Cities of Last Things,(2018),TV-MA,106 min,"Crime, Drama, Sci-Fi",6.2,"This is a story about a common man who has extraordinary events in his mundane life. The film depicts the protagonist's turns of events in three eras, three seasons, three nights, in the same city, as told with reverse chronology.","['Wi Ding Ho', '| ', '    Stars:', 'Jack Kao, ', 'Hong-Chi Lee, ', 'Louise Grinberg, ', 'Ning Ding']","1,700","Taiwan, China, France, United States",s3671,Wi Ding Ho,Movie
Zach Galifianakis: Live at the Purple Onion,(2006 TV Special),Unrated,90 min,"Documentary, Comedy",7.2,"A master of the one-liner with an absurd rambling style, Zach's sharp, resonating humor makes his show at the famed Purple Onion in San Francisco one of the funniest performances in recent comedy.","['Michael Blieden', '| ', '    Stars:', 'Zach Galifianakis, ', 'Joe Wagner, ', 'Brian Unger, ', 'Taj Jegaraj']","4,009",United States,s4081,Michael Blieden,Movie
Temple,(2017),TV-MA,78 min,"Adventure, Drama, Horror",3.6,"Three American tourists follow a mysterious map deep into the jungles of Japan searching for an ancient temple. When spirits entrap them, their adventure quickly becomes a horrific nightmare.","['Michael Barrett', '| ', '    Stars:', 'Logan Huffman, ', 'Natalia Warner, ', 'Brandon Sklenar, ', 'Naoto Takenaka']","5,085","Japan, United States",s5137,Michael Barrett,Movie
Six Windows in the Desert,(2020),TV-14,21 min,"Short, Adventure, Comedy",4.3,"A science fiction short film set in the seventies, tells the story of a missing airplane that crashes in an isolated desert area. After countless failed attempts by the survivors to ...                See full summary »","['Hgm Moejione Mohammed Gaber, ', 'Sohayb Godus, ', 'Mohammed Alhamdan, ', 'Zara Al-Bloushi']","3,139",Saudi Arabia,s2878,"Ali Kalthami, Meshal Aljaser, Faris Godus, Mohamed al Salman, Faisal al Amer",TV Show
Tell Me When,(2020),TV-MA,95 min,Comedy,5.7,"After his grandpa's passing, Mexican-American Will decides to go ahead with the plans he'd made to help him discover his roots in Mexico.","['Gerardo Gatica González', '| ', '    Stars:', 'Héctor Bonilla, ', 'Ofelia Reyes Botello, ', 'Brett Calo, ', 'Manolo Caro']","1,033",Mexico,s1003,Gerardo Gatica,Movie
Laddaland,(2011),Not Rated,125 min,"Drama, Horror, Mystery",6.2,"When a family moves to Laddaland, an upscale housing development with large, beautiful homes, they discover life in their new neighborhood isn't so perfect when they encounter a series of ...                See full summary »","['Sophon Sakdaphisit', '| ', '    Stars:', 'Saharat Sangkapreecha, ', 'Piyathida Woramusik, ', 'Sutatta Udomsilp, ', 'Athipich Chutiwatkajornchai']","2,338",Thailand,s7261,Sopon Sukdapisit,Movie
The Fisherman's Diary,(2020),TV-MA,143 min,Drama,6.4,"Ekah is determined to go to school in a village of fishermen where a girl child's education is considered a taboo. Her drive to break this old adage gets her embroiled with her father, Solomon's past.","['Enah Johnscott', '| ', '    Stars:', 'Kang Quintus, ', 'Faith Fidel, ', 'Cosson Chinepoh, ', 'Ramsey Nouah']",644,Cameroon,s1100,Enah Johnscott,Movie
Manson Family Vacation,(2015),Not Rated,84 min,"Comedy, Drama, Thriller",5.8,Two brothers tour Charles Manson murder sites. One is a devoted family man. One is devoted to The Family.,"['J. Davis', '| ', '    Stars:', 'Jay Duplass, ', 'Linas Phillips, ', 'Leonora Pitts, ', 'Adam Chernick']","3,027",United States,s5887,J. Davis,Movie
Abzurdah,(2015),TV-MA,90 min,"Biography, Drama, Romance",5.4,"Cielo, a wealthy middle-class teenager, meets an older man online and falls obsessively in love. The relationship grows unstable, as she starts reaching unsustainable limits of physical and mental self-destruction.","['Daniela Goggi', '| ', '    Stars:', 'China Suárez, ', 'Esteban Lamothe, ', 'Gloria Carrá, ', 'Rafael Spregelburd']","2,063",Argentina,s6083,Daniela Goggi,Movie
Ludo,(2015),TV-MA,90 min,"Fantasy, Horror, Thriller",2.8,"Needing a secluded place for a late-night tryst, two couples stow away in a mall after hours, but are quickly ensnared in a gruesome and deadly game.","['Qaushiq Mukherjee, ', 'Nikon', '| ', '    Stars:', 'Kamalika Banerjee, ', 'Joyraj Bhattacharya, ', 'Soumendra Bhattacharya, ', 'Ananya Biswas']",870,India,s1713,Anurag Basu,Movie
The Similars,(2015),NR,89 min,"Horror, Mystery, Sci-Fi",5.8,"On the rainy night of October 2, 1968, eight characters waiting on a remote bus station for a bus heading to Mexico City start experiencing a strange phenomenon.","['Isaac Ezban', '| ', '    Stars:', 'Gustavo Sánchez Parra, ', 'Cassandra Ciangherotti, ', 'Fernando Becerril, ', 'Humberto Busto']","4,142",Mexico,s8509,Isaac Ezban,Movie
DJ Cinderella,(2019),TV-PG,95 min,"Family, Music, Romance",4.6,"After her parents divorce, Cintia moves to her aunt Helena and begins to dream of becoming a DJ. When matters of the heart will stand between her and her objectives, Cintia's career will take an unexpected turn.","['Bruno Garotti, ', 'Anita Barbosa', '| ', '    Stars:', 'Maisa Silva, ', 'Filipe Bragança, ', 'Fernanda Paes Leme, ', 'Letícia Faria Pedro']","1,091",Brazil,s3748,Bruno Garotti,Movie
King of Boys: The Return of the King,(2021),TV-MA,439 min,"Crime, Drama",6.2,"Alhaja Eniola Salami starts anew and sets her sights on a different position of power, fueled by revenge, regret and ruthlessness.","['Sola Sobowale, ', 'Efa Iwara, ', 'Titi Kuti, ', 'Nse Ikpe-Etim']",263,Nigeria,s199,Kemi Adetiba,TV Show
Little Big Women,(2020),TV-14,123 min,Drama,7.2,Family members grapple with the passing of their estranged father and the remnants of the life he led during his absence.,"['Joseph Chen-Chieh Hsu', '| ', '    Stars:', 'Shu-Fang Chen, ', 'Ying-Hsuan Hsieh, ', 'Vivian Hsu, ', 'Ke-Fang Sun']","2,392",Taiwan,s1341,Joseph Hsu,Movie
Full Count,(2019),TV-PG,110 min,"Drama, Fantasy, Sport",5.6,Life throws a young baseball player a serious curve ball when he has to abandon his college baseball aspirations to deal with a tragedy that puts the fate of his family and their farm in jeopardy.,"['Robert Eagar', '| ', '    Stars:', 'John Paul Kakos, ', 'Natalia Livingston, ', 'E. Roger Mitchell, ', 'Rick Hearst']",664,United States,s2888,Robert Eagar,Movie
Travis Scott: Look Mom I Can Fly,(2019),TV-MA,84 min,"Documentary, Music",6.3,"'Travis Scott: Look Mom I Can Fly' traces the Houston rapper's rise to super-stardom, focusing on the months surrounding ASTROWORLD.","['White Trash Tyler, ', 'Isaac Yowman', '| ', '    Stars:', 'Kylie Jenner, ', 'Travis Scott, ', 'Stormi Webster']","4,728",United States,s3558,White Trash Tyler,Movie
Staged Killer,(2019),TV-14,88 min,Thriller,3.6,"When a former co-host, Jake Everett, works his way back into the professional life of popular TV morning show host Naomi Spencer, the show's success skyrockets, but Naomi's personal life begins to fall apart.","['Christopher Ray', '| ', '    Stars:', 'Chrishell Stause, ', 'Nicole Bilderback, ', 'Jason Dolley, ', 'Darrin Dewitt Henson']",319,United States,s8080,Christopher Ray,Movie
Amy Schumer: The Leather Special,(2017 TV Special),TV-MA,57 min,Comedy,3.1,"Three minutes into her set, Amy Schumer claims that all good comedians have a ""leather special,"" where they wear all leather and regret it later in their careers--this is hers. Amy muses on...                See full summary »","['Amy Schumer', '| ', '    Stars:', 'Amy Schumer, ', 'Kim Caramele']","9,988",United States,s5583,Amy Schumer,Movie
All the Freckles in the World,(2019),TV-14,91 min,"Comedy, Romance, Sport",5.2,"""All the Freckles in the World,"" set in 1990s Mexico City, is the story of a young-teen boy who is trying to get the attention of the prettiest girl at his school.","['Yibran Asuad', '| ', '    Stars:', 'Hanssel Casillas, ', 'Daniel Haddad, ', 'Anajosé Aldrete Echevarria, ', 'Mauricio Arvizu']","1,313",Mexico,s3047,Yibrán Asuad,Movie
1920,(2008),Unrated,138 min,"Horror, Mystery, Romance",6.4,"After forsaking his family and religion, a husband finds his wife is demoniacally possessed.","['Vikram Bhatt', '| ', '    Stars:', 'Rajneesh Duggal, ', 'Adah Sharma, ', 'Anjori Alagh, ', 'Raj Zutshi']","3,555",India,s5963,Vikram Bhatt,Movie
The Bleeding Edge,(2018),TV-14,99 min,Documentary,7.6,A look at the unforeseen consequences of advanced technological devices used in the medical field.,"['Kirby Dick', '| ', '    Stars:', 'Robert Bridges, ', 'Angie Firmalino, ', 'Rita Redberg, ', 'Stephen Tower']","2,765","Australia, United States",s4754,Kirby Dick,Movie
The Rachel Divide,(2018),TV-MA,100 min,Documentary,6.3,Rachel Dolezal becomes a social phenomenon when she passes herself off as an African American and becomes the head of her local N.A.A.C.P. chapter.,"['Laura Brownson', '| ', '    Stars:', 'Rachel Dolezal, ', 'Franklin Dolezal, ', 'Izaiah Dolezal, ', 'Esther Dolezal']","2,600",United States,s4912,Laura Brownson,Movie
Görümce,(2016),TV-MA,109 min,"Comedy, Family, Romance",5.0,A couple decides to tie the knot and has to whether the storm that is the groom's older sister.,"['Kivanç Baruönü', '| ', '    Stars:', 'Gupse Ozay, ', 'Bugra Gülsoy, ', 'Eda Ece, ', 'Zeynep Kankonde']","3,229",Turkey,s2617,Kıvanç Baruönü,Movie
Misfit,(2017),TV-14,86 min,"Comedy, Family",4.3,"Moving back to her native Netherlands after years of living in the United States, a teenage girl navigates the intricacies of Dutch high school life.","['Erwin van den Eshof', '| ', '    Stars:', 'Djamila, ', 'Bente Fokkens, ', 'Niek Roozen, ', 'Jolijn Henneman']",419,Netherlands,s3627,Erwin van den Eshof,Movie
